,MTH,DEALER_ID,LISTING_AD_ID,LISTING_NEW_USED,LISTING_MANUFACTURER,LISTING_TYPE,DMA_NAME,REALM_NAME,CUSTOMER_TYPE,INVENTORY,SRPS,VDPS,WEBREFERRALS,MAPS,EMAIL
167294,7,5000001533,5008341356,U,NISSAN,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
78956,6,3019950,5008341381,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
63182,7,3019950,5008341381,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
132468,6,2916546,5008345020,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,23,1,0,0,0
175305,7,2916546,5008345020,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,28,0,0,0,0
182669,7,2891146,5008345062,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,82,0,0,0,0
203769,6,2891146,5008345062,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,27,0,0,0,0
175507,6,738050,5008350889,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
168035,7,738050,5008350889,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,7,0,0,0,0
200885,6,738050,5008350898,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,2,1,0,0,0
169487,7,738050,5008350898,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,7,0,0,0,0
774,7,2980528,5008351249,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,5,0,0,0,0
204846,6,2980528,5008351249,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,6,0,0,0,0
134056,7,2965902,5008352558,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,42,0,0,0,0
204401,6,2965902,5008352558,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,11,0,0,0,0
195589,6,2997308,5008356469,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,7,0,0,0,0
195494,7,2997308,5008356469,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
194185,6,2997308,5008356470,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
187584,7,2997308,5008356470,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,13,0,0,0,0
194312,6,3019410,5008356486,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,1,0,0,0,0
131545,8,3019410,5008356486,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
94299,7,3019410,5008356486,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
177969,7,3019410,5008356488,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,26,0,0,0,0
145010,6,3019410,5008356488,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
138319,7,2970038,5008356518,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,27,0,0,0,0
168457,6,2970038,5008356518,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
119987,7,2894602,5008356998,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,62,1,0,0,0
140668,6,2894602,5008356998,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,7,0,0,0,0
97824,7,5000001533,5008364233,U,NISSAN,STANDARD,atlanta,Commercial Truck,DEALER,1,14,0,0,0,0
130656,7,3048268,5008368551,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,9,0,0,0,0
177299,7,2997710,5008368670,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,85,0,0,0,0
110714,7,735360,5008375844,U,GMC,STANDARD,atlanta,Commercial Truck,DEALER,1,426,13,0,0,0
196443,7,735360,5008375859,U,GMC,STANDARD,atlanta,Commercial Truck,DEALER,1,435,18,0,0,0
172061,7,735360,5008375868,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,304,28,0,0,1
162061,7,2980528,5008378023,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,43,0,0,0,0
164541,9,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3919,225,0,0,5
137605,7,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3704,247,0,0,2
11279,10,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4893,216,0,0,3
43259,11,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,6077,168,0,0,3
149088,8,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3857,262,0,0,1
37125,12,0,5008378372,U,ISUZU,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,8555,321,0,0,4
116129,7,2987248,5008401272,N,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,67,0,0,0,0
159432,7,2965902,5008406535,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,13,0,0,0,0
174285,7,2965902,5008406538,U,TOYOTA,STANDARD,atlanta,Commercial Truck,DEALER,1,7,0,0,0,0
26374,7,5000001533,5008407874,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,14,0,0,0,0
31497,7,5000001533,5008407884,N,NISSAN,STANDARD,atlanta,Commercial Truck,DEALER,1,8,0,0,0,0
112969,7,5000002486,5008414143,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,44,0,0,0,0
115313,7,2970038,5008414247,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
103259,7,3055028,5008420941,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,58,4,0,0,0
200371,7,2819170,5008422388,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,28,0,0,0,0
177111,7,2987248,5008427009,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,8,0,0,0,0
172385,7,2987248,5008427017,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
70147,7,2965902,5008427470,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,86,0,0,0,0
52232,7,0,5008430197,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3074,200,0,0,2
145651,7,0,5008430198,U,HINO,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1205,82,0,0,0
7070,7,2997308,5008431347,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,10,0,0,0,0
83105,7,2997308,5008431348,U,DODGE,STANDARD,atlanta,Commercial Truck,DEALER,1,39,0,0,0,0
142501,7,3048268,5008434520,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,21,3,0,0,0
25850,7,2967282,5008435850,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,272,0,0,0,0
11146,7,2967282,5008435853,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,375,0,1,0,0
198017,7,738050,5008445059,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
76331,7,738050,5008445061,U,VOLVO,STANDARD,atlanta,Commercial Truck,DEALER,1,3,0,0,0,0
172010,7,738050,5008445127,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
154769,7,738050,5008445139,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89751,7,738050,5008445247,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
123683,7,2987248,5008446917,U,TOYOTA,STANDARD,atlanta,Commercial Truck,DEALER,1,11,0,0,0,0
187795,7,2965902,5008447646,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,32,0,0,0,0
17414,7,2997308,5008449843,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,37,0,0,0,0
142139,7,5000002486,5008455659,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,48,1,0,0,0
5909,7,0,5008459830,U,NISSAN,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,180,10,0,0,0
121456,7,3019950,5008460210,U,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,13,0,0,0,0
124190,7,5000002486,5008469928,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,32,0,0,0,0
145359,8,0,5008471565,U,MACK,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2436,482,0,0,5
67939,7,0,5008471565,U,MACK,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4374,562,0,0,5
144005,7,0,5008471964,U,VOLVO,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,153,7,0,0,0
197274,7,2987248,5008472779,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,DEALER,1,46,0,0,0,0
121762,7,0,5008474944,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,179,6,0,0,0
79089,7,2997308,5008475382,U,NISSAN,STANDARD,atlanta,Commercial Truck,DEALER,1,24,1,0,0,0
50829,7,2997308,5008475384,U,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,15,0,0,0,0
86990,7,0,5008476419,U,VOLVO,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,291,9,0,0,0
107194,7,0,5008488753,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,120,7,0,0,0
56488,7,0,5008488768,U,GMC,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,327,8,0,0,0
137613,8,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,5168,139,0,0,0
80470,12,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,8467,85,0,0,0
56492,9,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4803,155,0,0,1
47357,7,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,5182,189,0,0,0
155665,11,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,5932,72,0,0,1
96287,10,0,5008489096,U,VOLVO,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4249,117,0,0,0
203916,7,5000002767,5008491262,U,PETERBILT,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
196979,7,0,5008491650,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,126,15,0,0,1
39905,8,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4897,126,0,0,0
89543,12,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,10570,119,0,0,0
158641,11,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,8031,93,0,0,0
38947,7,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,7588,144,0,0,0
50579,10,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,5735,102,0,0,0
1129,9,0,5008497923,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4933,122,0,0,1
109626,11,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1216,3,0,0,0
82228,8,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,267,9,0,0,0
39761,7,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,334,6,0,0,0
17019,10,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,369,8,0,0,0
109401,12,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2265,12,0,0,0
88087,9,0,5008498679,U,HOOPER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,265,8,0,0,0
190071,7,2997710,5008501983,N,RAM,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
194873,7,0,5008509425,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,750,46,0,0,2
32931,10,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1947,9,0,0,0
131971,9,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1611,15,0,0,1
111121,11,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2915,15,0,0,0
85845,8,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2023,21,0,0,0
67060,7,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,3763,28,0,0,0
83258,12,0,5008509834,U,FREIGHTLINER,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,5764,31,0,0,0
178433,8,2819170,5008516432,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,2,0,0,0,0
138160,7,2819170,5008516432,N,FORD,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
118453,8,2978284,5008521726,U,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,159,1,0,0,0
39530,7,2978284,5008521726,U,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,548,2,0,0,0
148061,8,0,5008524075,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,519,7,0,0,0
32006,7,0,5008524075,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,240,10,0,0,0
130583,7,0,5008524075,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,60,1,0,0,0
14892,9,0,5008524075,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,266,2,0,0,0
184533,9,0,5008525129,U,TICO,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,0,0,0,0,0
1125,8,0,5008525129,U,TICO,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,296,67,0,0,0
171527,7,0,5008525129,U,TICO,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,742,56,0,0,0
154483,9,0,5008525129,U,TICO,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,27,6,0,0,0
202105,7,5000002767,5008529488,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,22,1,0,0,0
36844,7,2978284,5008539901,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,121,6,0,0,0
6199,8,2978284,5008539901,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,32,0,0,0,0
70377,8,0,5008548003,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1557,179,0,0,0
57438,7,0,5008548003,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,152,25,0,0,0
202977,9,0,5008548003,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,172,11,0,0,0
161017,7,0,5008549976,U,KENWORTH,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,830,30,0,0,0
129375,8,0,5008549976,U,KENWORTH,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,331,8,0,0,0
182824,7,0,5008550438,U,MACK,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,274,12,0,0,0
138015,8,0,5008550438,U,MACK,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,98,1,0,0,0
142832,7,2978284,5008560108,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,399,42,2,1,1
75389,8,2978284,5008560108,U,ISUZU,STANDARD,atlanta,Commercial Truck,DEALER,1,160,16,3,0,0
31040,7,0,5008565809,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,389,59,0,0,1
193609,8,0,5008565809,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,0,0,0,0,0
173639,7,0,5008604000,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,553,18,0,0,0
57578,7,0,5008609765,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,164,11,0,0,0
157799,7,2916546,5008615370,N,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,9,0,0,0,0
147814,8,2916546,5008615370,N,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
91149,8,0,5008619337,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,136,9,0,0,0
72840,7,0,5008619337,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,251,16,0,0,0
194520,7,0,5008625401,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,1648,227,0,0,4
173396,7,5000002767,5008639398,U,KENWORTH,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
204702,8,0,5008645441,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,13,0,0,0,0
168920,7,0,5008645441,U,CHEVROLET,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,211,13,0,0,0
166642,8,5000001158,5008658378,N,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
78476,10,5000001158,5008658378,N,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89512,9,5000001158,5008658378,N,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
89471,7,5000001158,5008658378,N,MERCEDES-BENZ,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
31341,8,0,5008664855,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,22,0,0,0,1
117863,7,0,5008664855,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,261,17,0,0,0
129813,8,2943150,5008678948,U,OTHER,STANDARD,atlanta,Commercial Truck,DEALER,1,4,0,0,0,0
100088,8,2943150,5008678948,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,79,6,0,0,0
74948,10,2943150,5008678948,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,43,0,0,0,0
17823,9,2943150,5008678948,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,119,15,0,0,0
165733,7,2943150,5008678948,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,32,0,0,0,0
51813,8,0,5008682234,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,61,1,0,0,0
45973,7,0,5008682234,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,412,27,0,0,1
139102,7,0,5008696528,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,414,139,0,0,0
79890,9,0,5008696528,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,149,4,0,0,0
47247,8,0,5008696528,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,652,22,0,0,0
154121,9,0,5008721513,U,ISUZU,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,396,63,0,0,5
91018,7,0,5008721513,U,ISUZU,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,456,265,0,0,2
158503,8,0,5008721513,U,ISUZU,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1055,299,0,0,9
182519,7,0,5008722195,U,RAM,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,470,221,0,0,1
63790,8,0,5008722195,U,RAM,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1542,329,0,0,2
154196,9,0,5008722195,U,RAM,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,785,52,0,0,3
193748,9,0,5008792210,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,7,0,0,0,0
24703,8,0,5008792210,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2956,605,0,0,9
129424,7,0,5008792210,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,366,102,0,0,2
39725,9,0,5008792210,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2770,346,0,0,0
183743,8,0,5008797266,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1233,143,0,0,4
149831,7,0,5008797266,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,166,60,0,0,1
49324,9,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1594,111,0,0,3
202555,7,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,271,82,0,0,0
72451,11,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,2666,87,0,0,2
259,8,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1574,354,0,0,3
70185,12,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,4762,123,0,0,1
174742,10,0,5008797910,U,FORD,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1995,113,0,0,0
184147,8,2916546,5008805024,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
116554,7,2916546,5008805024,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,5,0,0,0,0
94343,10,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,7905,156,0,0,0
84186,9,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,9647,190,0,0,0
174300,7,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,1116,35,0,0,0
77468,8,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,8969,278,0,0,1
71835,11,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,8321,141,0,0,0
173705,12,0,5008819726,U,CHEVROLET,PREMIUM AND FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,10511,175,0,0,0
125600,8,2916546,5008824589,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
74701,7,2916546,5008824589,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,DEALER,1,10,1,0,0,0
4471,8,0,5008830695,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,7130,801,0,0,3
195584,7,0,5008830695,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,820,134,0,0,0
15620,9,0,5008830695,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,10515,639,0,0,2
31299,9,0,5008831885,U,PETERBILT,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,2094,221,0,0,3
80504,8,0,5008831885,U,PETERBILT,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,2004,196,0,0,4
96928,7,0,5008831885,U,PETERBILT,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,180,33,0,0,0
171045,8,0,5008835708,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,265,14,0,0,0
203011,7,0,5008835708,U,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,60,6,0,0,0
18017,9,0,5008840285,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,440,57,0,0,1
162997,8,0,5008840285,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,667,171,0,0,0
140650,7,0,5008840285,U,FORD,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,74,71,0,0,0
202802,7,0,5008840967,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,42,2,0,0,0
120480,8,0,5008840967,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,155,12,0,0,0
144845,8,0,5008841000,U,GMC,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,385,27,0,0,2
146531,7,0,5008841000,U,GMC,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,65,5,0,0,0
144809,7,2916546,5008864143,N,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,0,0,0,0,0
6771,8,2916546,5008864143,N,INTERNATIONAL,STANDARD,atlanta,Commercial Truck,DEALER,1,11,1,0,0,0
123160,8,0,5008888839,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,611,30,0,0,0
179322,8,0,5008905267,U,ISUZU,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,30,7,0,0,0
14799,8,0,5008907762,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,278,25,0,0,0
64336,8,0,5008936806,U,FORD,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,162,10,0,0,0
84882,9,0,5008937987,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,614,159,0,0,1
185754,9,0,5008937987,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,1,0,0,0,0
68829,8,0,5008937987,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,804,226,0,0,3
200903,8,0,5008937987,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,10,6,0,0,0
132557,10,0,5008937987,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,1,0,0,0,0
128323,8,0,5008938079,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,3,0,0,0,0
85987,9,0,5008938079,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,137,3,0,0,0
41864,8,0,5008938079,U,FREIGHTLINER,FEATURED,atlanta,Commercial Truck,PRIVATE PARTY,1,396,56,0,0,0
157558,9,0,5008938322,U,FREIGHTLINER,STANDARD,atlanta,Commercial Truck,PRIVATE PARTY,1,1,0,0,0,0
